Level of description,Identifier,Title,Date,Description,Location,Format,Rights,Contributor,Collection identifier,Collection title,Published online?,MulMultiMediaRefLocal_1,URL
Item,1979.0162.02520,Papuan native using scientific instruments,1947,"Black and white photograph.  
Microscope. Photographed for film article. Photography notes on back.
Stamp on verso: ""Australia To-Day""; 2320. Written on verso: L/5988.
Previous Control Number: BWP/28,636",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,91799,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02520
Item,1979.0162.02521,"""Native South"" film set",1947,"Black and white photograph.  Camera man with film camera and tripod. Crew members with south Asian artefact. Photographed for film article. Photography notes on back. 
Stamp on verso: ""Australia To-Day""; 2320.   
Previous Control Number: BWP/28,637",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,91800,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02521
Item,1979.0162.02522,Benedictine Abbey in Australia,1947,"Black and white photograph.  
Cloaked person on hill overlooking abbey and buildings. Photographed for film article. 
Stamp on verso: ""Australia To-Day""; Australian official photograph, department of information. Written on verso: 10261; C/64/1. Previous Control Number: BWP/28,638",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,91801,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02522
Item,1979.0162.02523,"Planning cultural centre at Newcastle, NSW",1947,"Black and white photograph.  
Men viewing church and The Newcastle Palace while viewing picture. Photographed for film article. Photography notes on back.
Stamp on verso: ""Australia To-Day""; Australian official photograph, department of information. Written on verso: 10261; C/6954.
Previous Control Number: BWP/28,639","Newcastle, NSW",Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,91802,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02523
Item,1979.0162.02524,"Sunset over Hanuabada, New Guinea",1947,"Black and white photograph.  Scenic waterway with palm trees and pier, mountains in distance. 
Stamp on verso: ""Australia To-Day""; Australian official photograph, department of information. Written in pencil on verso:, numbers: 10261 and L-6015. Previous Control Number: BWP/28,640","Hanuabada, New Guinea",Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,91803,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02524
Item,1979.0162.02525,Northern New South Wales River systems and Artesian water bearing basin,23 August 1944,"Black and white photograph.  
Clarence River article. Reproduction of a map
Stamp on verso: ""Australia To-Day""; Department of railways, New, room 704, 19 York St, Sydney, photographic section, No. E124, date 23 August 1944 when re-ordering please quote size. No 2624. Previous Control Number: BWP/28,641",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,91804,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02525
Item,1979.0162.02526,Typical New Guinea boy,1947,"Black and white photograph.  Film article. Stamp on verso: ""Australia To-Day""; No. 2320.  Written in pencil on verso: L/6067. Previous Control Number: BWP/28,642",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,91805,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02526
Item,1979.0162.02527,"National Film board production, ""Journey of a nation""",1947,"Black and white photograph.  Dealing with unification of railway gauges. Cameraman filming at locomotive depot. Stamp on verso: ""Australia To-Day""; No's 2497, 2498.
Previous Control Number: BWP/28,643",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,91806,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02527
Item,1979.0162.02528,North Terrace - War memorial,1947,"Black and white photograph of the North Terrace - War memorial commemorating those who served in the First World War.  Stamp on verso: ""Australia To-Day""; No. 1884
Previous Control Number: BWP/28,644",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,91807,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02528
Item,1979.0162.02529,"Golden Mile, Kalgoorlie,",1 July 1946,"Black and white photograph.  
Mining Industry
Stamp on verso: ""Australia To-Day""; Permission is hereby given to reproduce this photograph with acknowledgement to ""Western Australian Government Tourist Bureau"". No. 1762
Previous Control Number: BWP/28,645",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,91808,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02529
Item,1979.0162.02530,Pastoral  scene at Mt Torrens South Australia.,1947,"Black and white photograph of Sheep flock in rural setting.  
Stamp on verso: ""Australia To-Day"". Previous Control Number: BWP/28,646",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,91809,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02530
Item,1979.0162.02531,"Ocean going steamer, on the river at Grafton, 42 miles from sea.",c.1920-1950,"Black and white photograph.  
Stamp on verso: Australian Official photograph, department of information. No. 2624 and L6129
Previous Control Number: BWP/28,647",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,91810,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02531
Item,1979.0162.02532,"HRH The Duke of Gloucester, Governor General of Australia and party under gumtrees at Copmanhurst.",c.1920-1950,"Black and white photograph.  
Stamp on verso: Australian Official photograph, department of information. No. 2624 and L6091
Previous Control Number: BWP/28,648",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,91811,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02532
Item,1979.0162.02533,"Powder Magazine Commandment's House, Port Arthur, Tasmania",19 July 1945,"Black and white photograph, Powder Magazine and Guard Tower,  Commandment's House, Port Arthur, Tasmania. The Guard Tower  built c.1835 of sandstone.  Stamp on verso: ""Australia To-Day"" No. 1956. Photographer: M.A. Straltor (unclear).
Previous Control Number: BWP/28,649",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,91812,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.02533
